EntrezID	GeneLength	Count
227449	6661	5592
626049	545	4
98432	6104	2856
12043	7749	2078
320761	1243	0
70750	5582	2189
20479	3272	5219
20724	2565	16358
71869	1735	8
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	0
381286	1659	1
66957	1699	10087
116872	1887	36
18788	2047	296
241197	3490	1000
20725	3289	267
241201	3353	0
227485	3054	12
319901	5763	2778
636808	3915	0
634762	729	0
22099	3040	2646
67949	1894	4698
76707	7899	7265
68204	597	20
81879	9270	643
14633	6708	142
16324	4255	634
100502628	748	0
64143	2277	2833
226351	2830	2204
226352	7746	813
19258	4707	2426
66343	3301	49
226356	2511	2
319229	1924	1
170706	1017	53
13167	745	3126
73103	1089	96
68428	3177	796
226359	2000	7
17167	1985	1
13798	2554	3
98452	1580	0
72999	2524	1975
70829	7256	1243
15564	2019	1
66942	2249	710
100502702	453	0
269109	4630	0
74117	2746	12458
74150	2597	3428
71111	2690	3
72585	2047	1
210356	7593	285
107895	3104	1130
667090	484	1122
72160	2517	2
266645	2303	9
100502745	464	10
72949	3514	3081
22625	3936	1
226407	4251	4209
226409	4154	980
226412	4812	4136
387147	70	0
67812	4093	11096
226413	6166	24
17219	2901	3231
226414	2509	3345
12767	1814	427
210417	6253	10
100042740	613	348
13137	1324	8
13136	2527	390
22789	2034	0
12269	1883	0
12270	754	4
18640	9621	3662
226418	3843	2147
212439	2909	200
64435	1911	4
100502856	1065	1
18703	3849	35
69169	1491	20
93672	1116	3310
58181	824	2
329244	1023	245
16153	1306	58
17164	2567	18650
226419	2072	1710
16865	2290	2262
54354	3405	775
56489	3203	2235
14270	8040	3165
108900	2105	53
26361	4148	0
13034	2120	14
226421	2523	598
320718	3640	314
212933	3540	1201
98396	4660	18390
226422	1189	226
98415	6096	6769
212980	3426	556
13714	3671	5589
213006	4853	1440
18557	3046	2893
723818	97	0
213409	958	17
213417	4269	123
74137	3132	2972
68875	3410	536
213452	6385	2742
213464	3632	1358
74626	1742	134
21367	9535	7398
269116	10379	132
100038653	1879	0
16980	3346	558
17248	3490	3064
240752	7929	749
108954	5588	10971
240753	7457	858
100502933	3112	5
68338	1842	2
280287	496	0
19701	1423	30
214253	2279	156
20668	3531	1261
20643	492	1135
70579	4395	21215
667118	5007	12394
240754	2371	43
381290	8292	2506
269120	2074	204
116847	3602	28090
100502984	884	11
14264	2859	8991
100502999	532	8
12227	3083	15882
667414	432	5
71884	1711	24
12654	1689	29498
53311	1829	4672
11539	5786	436
17928	1480	1
68507	6067	232
57439	3169	5165
240755	1770	0
72017	1626	949
72674	2024	4444
100861791	590	0
240756	3196	1330
98710	1960	965
100503055	641	22
71001	1457	1
75605	6300	8892
20980	3386	6
329251	6185	886
67196	1079	122
329252	3623	13636
13924	6089	714
100038590	915	1
320139	3264	12
68724	1702	2318
171469	2253	5
13710	2000	2269
215615	2301	4355
21854	917	1321
93689	3942	5781
77552	1190	387
226432	6236	6759
215690	12767	2911
13007	1770	85888
27280	1467	6936
21952	1114	41
16763	2992	2572
21956	1194	67
18772	4486	25768
226438	8996	0
66241	1750	1896
12292	6260	0
329253	508	0
16565	9119	887
76422	2922	249
67313	3013	8386
100042513	584	0
383563	1960	26
67886	7823	10813
320054	2097	10
67997	2228	432
381293	8770	788
71084	1846	0
226442	5275	4261
100503460	489	12
100503474	1199	4
667686	385	134
26424	3857	17
320138	3023	0
735252	87	0
723890	80	0
19264	5664	88
338375	1887	0
59125	3366	4370
545363	1930	0
16876	5750	0
69549	571	106
75546	410	0
329260	8314	1914
170788	4702	0
71209	1111	0
226470	8362	3849
12316	9866	2247
14060	2378	0
50702	1732	0
624286	999	0
214403	2887	2
545366	1602	0
12628	4365	210
240776	3957	6
75910	551	0
226472	591	0
214498	2678	2968
26878	4578	18
69367	3730	701
20822	8721	2141
56207	1851	1300
19735	3009	5148
100861894	494	0
246709	1497	0
50778	1330	46
624910	459	0
64214	1859	2
215378	3172	301
100043240	3910	36
791353	1179	0
100503781	490	0
18783	2846	1152
320019	1098	5
19225	4150	4481
100043257	532	5254
100043261	345	1
20028	1247	0
75584	610	0
226499	3242	1669
108989	7550	15013
96875	4278	88
545370	18316	16304
402734	2640	1
73176	1674	0
117198	5037	27290
66875	3668	908
98685	2665	596
19821	3028	4618
100503012	373	731
63913	3939	22545
66967	6604	5605
69399	9754	9876
66637	1133	437
269132	4056	4876
19731	3887	3211
100861876	505	62
71281	1566	0
67771	1897	9330
100503084	519	0
17970	2596	47
226517	6069	7834
226518	4523	14
16782	5164	76547
226519	7622	72585
626058	2827	4
71836	2045	8
13211	4613	22696
74091	1403	126
67792	5804	9
329271	3337	0
19734	2335	728
24014	4758	208
240816	3640	11
240817	1654	2
433365	2527	1
240819	1415	0
14645	2782	4346
100861882	573	0
207678	1877	0
78112	613	0
12290	12697	21
15939	3270	13915
15064	2509	1520
58244	2459	4509
207792	4611	1569
100503411	2791	3
19775	7651	7293
433367	1751	60
72482	1942	1847
16872	1853	0
100861926	688	0
104009	3361	3693
74081	13307	4423
208263	4439	6381
240832	8112	14924
329274	3687	4
214575	3443	9
170484	3108	88
77352	3297	50
20652	4785	4268
11352	10714	25657
30935	3268	2165
100503836	636	0
215015	4238	6739
78255	7133	4894
72713	2190	50
73435	898	7
226525	10046	2598
69953	1194	948
226527	1289	120
89867	4651	262
100504090	420	94
240843	4101	11
11899	7224	20
735253	109	0
23850	8585	244
72025	2475	1
26374	5056	1111
100217414	118	14
21960	5395	40
67647	5391	15739
75255	887	113
329278	5812	194
64659	1970	1011
12301	2115	3479
29809	9489	4583
100316784	109	0
620246	1086	14
620750	465	4
381305	11011	9245
11905	2162	14
240869	3883	459
14455	2554	9101
100628588	91	0
100217446	65	98
226539	3581	511
70454	4327	422
226541	4037	696
73844	3723	35
100502590	954	0
11758	2334	7320
22164	1609	11
240873	2064	11
14103	1935	2
226551	6308	13330
75368	1164	1
67292	3301	276
103967	7523	283
72753	919	5
474332	7928	60
723821	110	0
387210	110	0
71449	2791	846
53330	2532	519
17926	2080	41
100038657	741	0
226562	10444	38689
226564	1787	25
14261	2326	495
55990	3336	2581
226565	1870	13
14262	2010	2
78258	2956	0
18933	7448	739
98376	2509	643
240879	1053	0
16579	3907	2530
240880	4069	1087
381306	2912	329
69962	1457	71
20339	2912	1250
20343	2321	4
20344	3438	4505
100503816	1241	66
14067	7406	46
116914	3546	3086
74895	1896	254
66352	4035	1785
171567	3011	1096
11931	2422	384
56429	1636	1003
433374	1588	0
16963	502	1
69476	357	0
75857	998	0
83993	2662	0
108735	5526	5342
226591	4395	2221
240888	1943	705
74106	3306	2857
70456	854	1177
271639	5209	9
68481	2356	4338
100503268	612	5
226594	2670	311
100503283	1514	0
433375	2125	1756
12503	4604	5
18986	13123	1817
240892	4025	2
59290	2293	25
98558	1546	3
100039795	8260	599
100503318	2514	20
27878	2145	1972
71592	7372	5563
226601	1744	0
226604	3012	15
240894	3065	0
100503962	936	18
226610	4986	557
80914	1338	2650
68944	4474	2092
100862084	376	1
56752	2833	3217
66447	635	540
240899	1137	0
100503977	287	1
20183	2363	2
110648	3338	23
18514	9027	13206
66977	2405	768
19737	1809	327
100862094	1412	222
19736	2941	191
78465	1440	3
15490	4574	1407
67303	1135	7
18214	8290	1195
107652	2283	11996
16589	2024	1137
545378	399	1
622708	1691	3
26904	1433	11
665574	3833	802
76925	713	8
70729	3684	267
320078	3095	207
226641	7463	7076
80915	1374	571
435653	1284	2
98752	1727	1
14130	1547	18
246256	1250	4
14131	1353	13
75472	1034	34
66052	1179	4953
17528	1993	137
66425	1575	70
12355	1414	3
641376	2920	1010
11807	521	0
14127	658	16
226646	1606	6279
240913	3673	10018
57370	1998	1445
19044	1821	1195
30941	2185	903
66155	964	911
100862110	308	0
100504072	1662	12
21945	2733	1735
27045	1374	784
18637	622	1433
68874	1555	137
71740	3504	179
226652	4488	27
22278	1822	511
226654	551	14
16456	2482	9053
56009	1273	67
16429	1140	0
18106	3758	2
17085	2449	8
75345	3977	0
12506	1142	4
100041098	195	1055
27218	2688	2
12523	6253	8
100038548	2574	1
100862186	671	0
30925	2443	1
93840	2260	462
18071	2487	1
59287	2855	4741
12847	4629	21376
100504176	730	0
19298	3131	2946
98193	3743	6051
18611	2477	1524
12372	1874	165
27222	3485	6
98660	6227	226
140559	2234	2500
16524	3270	3
16513	5407	5
67556	7569	2724
100862199	620	1
98365	1145	5
93842	4249	2267
21346	1382	16289
71870	1822	37
71319	941	13
240916	1879	49
74748	2040	3
677296	1914	0
68440	1417	37
100040320	811	14
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	1
13349	1158	935
94332	4159	226
383619	2541	12
240921	2951	0
545384	1294	0
623121	2680	0
236312	3497	2
100033459	2987	1
100504251	716	0
226691	3484	239
15951	2296	192
100504287	1468	27
666028	634	4
100040462	1908	41
381308	1651	91
15950	3793	152
26388	1796	210
226695	1613	346
258712	1004	0
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	3
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	1
23893	3745	47
24012	2487	15
14194	1632	4058
98256	2498	0
13603	1721	142
12663	6117	1646
75820	3817	0
26909	5506	330
319455	3894	128
545389	6930	1925
723921	99	0
76816	2619	494
15365	1510	184
23797	4735	2393
30928	5106	1585
75589	698	0
69428	749	8
11566	2553	7158
631584	2790	10
545391	1663	4
78825	4214	1738
791357	1199	43
75164	651	3
666295	875	6536
320110	427	40
66359	448	817
51810	3670	53250
68226	2539	70
269152	7406	519
69726	3769	683
15278	2448	584
226744	4545	2872
109232	1922	1056
226747	8831	14567
100503705	1428	0
226751	8656	7898
67426	4076	671
19165	2084	337
277333	3581	40
320404	5101	4378
381310	6557	81
11545	3827	5443
72568	3377	568
27217	2294	0
170760	3471	6708
100504581	591	1
15078	1076	1461
208768	3189	6600
100504598	177	10
320202	2462	0
100862334	599	0
69051	1599	608
13590	1604	15
208795	3239	3045
13849	1665	5857
619326	1898	1
67459	3060	1861
98417	3268	2270
226757	7047	19453
329307	2505	11
72978	2727	42
403180	1819	3
240960	13996	17
98386	3552	4050
433384	1343	0
13800	4288	1593
27058	1388	473
625823	921	0
13244	2005	5788
67330	686	0
67948	4913	6791
209456	4370	14324
12334	3185	15070
170725	3705	36
433386	2055	0
96935	2035	68
53791	3199	183
68897	5030	840
71678	3456	2181
108909	3293	1388
338366	6678	9316
21339	2386	1421
78772	2736	199
73363	967	5
63953	2712	689
73590	778	0
74971	1722	0
15284	2149	24
66112	2161	14
67247	1883	2013
100316821	82	0
226777	2853	902
226778	4565	3123
98732	6988	4040
100217449	113	0
381314	3540	3717
387189	67	3
387211	112	5
23827	2182	965
107508	4850	14313
319562	3406	3
100039138	2761	0
226781	5836	2
114668	709	1
226791	1577	422
21808	4725	1788
67223	1213	2159
110957	3212	300
74717	1645	17
69308	823	3
67769	4565	1163
100862400	1119	133
26381	5580	79
320272	2212	0
22283	15891	3
226823	3703	4580
16526	3959	483
100042424	516	1265
100039307	642	3
108000	11130	2669
19250	10746	29410
226830	1605	4046
19130	4139	40
100504619	832	0
320119	3995	1273
52477	3349	2182
226841	4190	1165
226844	4087	4745
100125339	1649	8
75558	428	1
68972	1258	285
381318	2973	207
381319	712	39
619288	2234	130
11910	1977	28669
100504360	568	27
100861628	406	2
66208	658	344
66950	4204	515
226849	3082	1855
100504379	2421	2
76843	4202	2265
77065	3252	3979
226856	7246	29745
18005	3197	1135
98736	4362	108
22782	5230	2621
74023	3720	3
22033	2102	851
100628582	81	1
100042625	720	1744
214742	1597	697
100038712	2612	47
16510	7143	5194
226861	2835	744
320952	2041	2
73455	404	2
214791	3401	1998
100503471	624	619
329324	1731	0
215193	5548	2310
54139	4125	11450
319266	3834	879
215243	2121	17
15483	1446	47
14373	843	0
100503531	873	0
16780	4055	46681
215303	2453	158
387201	68	2
74942	578	0
18845	11036	2645
100628615	64	0
12490	2621	2977
320400	2491	10
320977	5195	33
723963	81	0
387224	88	0
17221	1213	22
12946	1662	1490
12902	6207	2
215728	2801	0
619314	1938	0
670558	2817	3
76142	2524	210
70337	1540	2
213783	7415	1115
270685	4332	785
83397	6247	8779
381990	3227	2150
66084	1849	289
73419	2290	118
100504234	2151	11
13982	4319	644
64009	18115	5504
68632	2777	61
22353	1527	0
67141	1807	203
108853	2621	233
56533	8191	5
100041224	522	0
18390	2639	0
320495	8240	7
215748	3448	5373
77777	1819	149
237253	3403	41
18537	1917	2202
320642	1253	15
69912	1290	321
407824	2188	116
16798	7215	14713
23924	1775	2734
215751	1557	2839
100503695	916	35
67418	2896	4798
237256	4093	20
100628581	94	0
68652	4278	11343
338362	4284	1085
70097	7183	9019
791352	3151	1
320825	2495	976
620417	2980	1
78808	9074	2949
215772	5218	3
67844	2054	182
382450	3785	7
14816	6990	1
78056	444	0
268281	9293	837
71865	5114	7840
13853	1079	39
22288	12382	25933
320273	1182	48
74732	2396	1915
66125	734	1244
22634	5260	2182
100862331	414	0
75122	1053	3
353258	1769	3026
215789	8913	2905
66848	3954	1772
56535	2405	867
66757	1453	307
66253	1054	573
15273	9768	15877
100504211	3928	92
215798	6505	4878
100039571	514	389
66201	1325	1116
69412	910	1
76743	1477	0
18101	1173	1
100504235	3401	0
17684	1969	1558
378431	4457	31
380629	3667	4656
73112	810	1319
19707	2618	3433
100045792	2900	2
215814	1166	139
215819	7638	17966
56016	1910	791
215821	8216	17
237300	2355	0
73968	2928	0
64058	1901	24853
21929	4595	2662
100504265	6220	0
94222	2066	0
15979	2099	1505
237310	2468	4
237313	2088	341
76157	2629	47
18634	1894	672
26408	5393	2371
17761	3895	5835
73811	629	23
621697	592	7628
72567	5454	14110
71804	2307	1082
29863	4127	266
52906	5094	1283
100038717	3304	2
100504283	1667	10
17863	3777	102
56422	4893	4271
73990	1016	23
237320	2243	8
76924	485	0
67692	1061	0
432436	2206	0
20393	4158	49902
114671	1771	0
319887	2292	1
379043	1274	15
667281	952	4
606736	4515	5
56554	1271	12
100038752	4548	0
353169	3762	182
237336	2875	1108
100504411	1274	0
100038582	2198	0
21412	1239	3
14051	4099	24
20042	518	764
100529074	105	96
100529075	68	139
76306	2837	624
26464	1811	1
22361	2416	180
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	4060
100862153	747	0
59012	3083	25503
14219	2403	52243
18605	3224	6832
209558	2815	478
70208	4946	1522
11846	1477	116
432442	3123	1025
13822	4464	10969
100504474	674	1
73803	865	0
215866	1543	0
77220	4115	2764
100040851	1193	5
268288	3554	1
237339	3411	1156
667572	1206	0
73910	3616	1023
16773	9713	969
100040961	485	219
19272	6177	9338
210757	3981	6
100504516	4347	0
114676	1545	246
67719	1319	0
67412	3948	1
212448	5644	8
52665	3180	413
68031	4404	1803
72780	2397	2
100504540	2648	1
66311	1512	231
73681	2359	440
100504586	3440	336
66847	696	273
211329	5338	1450
15214	2532	27
69692	718	751
21987	1267	507
100041294	710	405
268291	2860	1665
432450	3745	131
76757	4514	1
442820	1844	0
100862254	809	0
215890	2500	0
215895	882	0
57430	1096	0
212892	3650	26
72580	2364	480
414093	7840	104
66521	1082	442
692132	1185	5
270711	3714	2
103511	1786	45
215900	1082	10
212898	4225	2653
22110	2696	2738
72480	3900	290
319638	2716	650
12813	3130	3
14302	4805	643
100041585	3201	529
319415	3098	4
15182	2004	5977
17118	4186	7199
215919	1054	1
16775	6046	6337
66337	730	209
71924	2929	122
327743	1418	40
14360	3692	1833
100504626	1313	28
103213	2867	1017
327744	1664	217
19714	10666	6112
100504659	947	2
213332	781	45
75299	2400	12
72045	2285	2
100041085	1782	9
215928	5981	3
215929	2679	1
72472	6556	674
67239	1890	895
67371	1020	891
19850	104	1
11702	3206	2856
78334	5807	2141
70840	2243	0
70503	3000	96
327747	1529	86
